title,nama_lagu,region,keyword,duration,url,path
Lembah Alas - Lagu Daerah Aceh (dengan Lirik),Lembah Alas,Aceh,Lembah Alas asal Aceh,149,https://www.youtube.com/watch?v=uRl5Y79ooN0,datasets/songs/lembah_alas_lagu_daerah_aceh_dengan_lirik.mp3
LEMBAH ALAS - LAGU DAERAH ACEH - Enjoy Pesona Musik Indonesia,Lembah Alas,Aceh,Lembah Alas asal Aceh,255,https://www.youtube.com/watch?v=mQMCtOqiyi8,datasets/songs/lembah_alas_lagu_daerah_aceh_enjoy_pesona_musik_indonesia.mp3
Lembah Alas Lirik Lagu Alas,Lembah Alas,Aceh,Lembah Alas asal Aceh,249,https://www.youtube.com/watch?v=uH6j3aDcsOk,datasets/songs/lembah_alas_lirik_lagu_alas.mp3
LAGU DAERAH ACEH - Lembah Alas (lirik lagu),Lembah Alas,Aceh,Lembah Alas asal Aceh,137,https://www.youtube.com/watch?v=cJd_2ldSg-w,datasets/songs/lagu_daerah_aceh_lembah_alas_lirik_lagu.mp3
Lagu daerah aceh - lembah alas | lirik,Lembah Alas,Aceh,Lembah Alas asal Aceh,148,https://www.youtube.com/watch?v=ADydZhWinoo,datasets/songs/lagu_daerah_aceh_lembah_alas_lirik.mp3
Aceh Lon Sayang - Lagu Daerah Aceh (Lirik dan Terjemahan),Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,180,https://www.youtube.com/watch?v=Qjzn5eS_ns0,datasets/songs/aceh_lon_sayang_lagu_daerah_aceh_lirik_dan_terjemahan.mp3
Lagu Aceh Lon Sayang - Lagu Daerah Aceh,Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,154,https://www.youtube.com/watch?v=EdxTgk-Jo-Q,datasets/songs/lagu_aceh_lon_sayang_lagu_daerah_aceh.mp3
Aceh Lon Sayang ( Lagu Aceh ),Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,152,https://www.youtube.com/watch?v=eYEk3z14t70,datasets/songs/aceh_lon_sayang_lagu_aceh_.mp3
Tanoh Lon Sayang - Produce by AHY & Teuku Riefky Harsya - Jeje Feat Shella Ikhfa,Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,262,https://www.youtube.com/watch?v=_s6FUmEFH7E,datasets/songs/tanoh_lon_sayang_produce_by_ahy_teuku_riefky_harsya_jeje_feat_shella_ikhfa.mp3
ATS - ACEH LON SAYANG,Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,283,https://www.youtube.com/watch?v=lcpohb1lwNQ,datasets/songs/ats_aceh_lon_sayang.mp3
TAWAR SEDENGE AR MOESE   PELANTIKAN BUPATI ACEH TENGAH,Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,156,https://www.youtube.com/watch?v=OgrSw37LGrM,datasets/songs/tawar_sedenge_ar_moese_pelantikan_bupati_aceh_tengah.mp3
Tawar Sedenge - Lagu Wajib Aceh Tengah - AR. Moese - Orchestra,Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,174,https://www.youtube.com/watch?v=06naRiT-Q8Y,datasets/songs/tawar_sedenge_lagu_wajib_aceh_tengah_ar_moese_orchestra.mp3
"Hymne Kabupaten Aceh Tengah ( ""Tawar Sedenge"" Cipt. A.R. Moese ) dan Lirik.",Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,173,https://www.youtube.com/watch?v=HY96L81EEGQ,datasets/songs/hymne_kabupaten_aceh_tengah_tawar_sedenge_cipt_ar_moese_dan_lirik.mp3
TAWAR SEDENGE / SANGGAR PEGAYON / CIPT A R MUSE,Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,234,https://www.youtube.com/watch?v=TLi1U8Omr7s,datasets/songs/tawar_sedenge_sanggar_pegayon_cipt_a_r_muse.mp3
"Heboh,,,,,,,Rafli bikin orang nangis satu studio",Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,118,https://www.youtube.com/watch?v=mhPtzHNgAVY,datasets/songs/hebohrafli_bikin_orang_nangis_satu_studio.mp3
Lagu Aceh Terbaik - Aneuk Yatim Lirik (Rafli),Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,293,https://www.youtube.com/watch?v=-Ib7kpv41HU,datasets/songs/lagu_aceh_terbaik_aneuk_yatim_lirik_rafli.mp3
Rafly (Kande) - Aneuk Yatim | Cover by Qudrah,Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,260,https://www.youtube.com/watch?v=iCQhYh5KzHQ,datasets/songs/rafly_kande_aneuk_yatim_cover_by_qudrah.mp3
Aneuk Yatim Cover (Lagu Aceh by Rafly Kande) - Cover by cincaev_,Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,295,https://www.youtube.com/watch?v=tqq8T-Dae8M,datasets/songs/aneuk_yatim_cover_lagu_aceh_by_rafly_kande_cover_by_cincaev_.mp3
WASIET KEU ANEUK - Rafly Kande (Lirik + Terjemahan),Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,288,https://www.youtube.com/watch?v=Jfj9aU-S5-s,datasets/songs/wasiet_keu_aneuk_rafly_kande_lirik_terjemahan.mp3
Dewa Ayu,Dewa Ayu,Bali,Dewa Ayu asal Bali,151,https://www.youtube.com/watch?v=HeJ0zxessWM,datasets/songs/dewa_ayu.mp3
Dewa Ayu  - Lagu Rakyat Bali,Dewa Ayu,Bali,Dewa Ayu asal Bali,240,https://www.youtube.com/watch?v=UMJuAPPcfbw,datasets/songs/dewa_ayu_lagu_rakyat_bali.mp3
Dewa Ayu,Dewa Ayu,Bali,Dewa Ayu asal Bali,225,https://www.youtube.com/watch?v=gLJHmQ_9Kd4,datasets/songs/dewa_ayu.mp3
Video Lirik Lagu Daerah | Macepet-cepetan,Macepet Cepetan,Bali,Macepet Cepetan asal Bali,285,https://www.youtube.com/watch?v=GXaelOYq9y8,datasets/songs/video_lirik_lagu_daerah_macepetcepetan.mp3
"lagu rare bali ""macepet-cepetan""",Macepet Cepetan,Bali,Macepet Cepetan asal Bali,285,https://www.youtube.com/watch?v=iBH8cjcd778,datasets/songs/lagu_rare_bali_macepetcepetan.mp3
Macepet cepetan // Lagu Daerah Bali,Macepet Cepetan,Bali,Macepet Cepetan asal Bali,141,https://www.youtube.com/watch?v=8xj_jRWbIrY,datasets/songs/macepet_cepetan_lagu_daerah_bali.mp3
Lagu Daerah Bali - Macepet-cepetan (lirik lagu),Macepet Cepetan,Bali,Macepet Cepetan asal Bali,274,https://www.youtube.com/watch?v=T4Ckgc-HTSo,datasets/songs/lagu_daerah_bali_macepetcepetan_lirik_lagu.mp3
Macepet Cepetan | Nyepi BKN 2022,Macepet Cepetan,Bali,Macepet Cepetan asal Bali,167,https://www.youtube.com/watch?v=ye5XZf3gBtY,datasets/songs/macepet_cepetan_nyepi_bkn_2022.mp3
MEJANGERAN | Lagu Daerah Bali | Diva bernyanyi | Diva The Series Official,Mejangeran,Bali,Mejangeran asal Bali,255,https://www.youtube.com/watch?v=89HbVO0fzBE,datasets/songs/mejangeran_lagu_daerah_bali_diva_bernyanyi_diva_the_series_official.mp3
Sukma Ayu Nariswari - Mejangeran,Mejangeran,Bali,Mejangeran asal Bali,297,https://www.youtube.com/watch?v=1ayRoe4ajhg,datasets/songs/sukma_ayu_nariswari_mejangeran.mp3
Intan Laksmi - Mejangeran | Lagu Daerah Bali | ( Official Music Video ),Mejangeran,Bali,Mejangeran asal Bali,244,https://www.youtube.com/watch?v=35srv3RBzUY,datasets/songs/intan_laksmi_mejangeran_lagu_daerah_bali_official_music_video_.mp3
Mejangeran - Bali Kids Song,Mejangeran,Bali,Mejangeran asal Bali,238,https://www.youtube.com/watch?v=vov-auhEqYg,datasets/songs/mejangeran_bali_kids_song.mp3
MEJANGERAN | Lagu Daerah Bali | Budaya Indonesia | Dongeng Kita,Mejangeran,Bali,Mejangeran asal Bali,244,https://www.youtube.com/watch?v=dHb_eQoUUh8,datasets/songs/mejangeran_lagu_daerah_bali_budaya_indonesia_dongeng_kita.mp3
Meyong-meyong (Bali),Meyong-Meyong,Bali,Meyong-Meyong asal Bali,90,https://www.youtube.com/watch?v=hsZ6CHVEOHI,datasets/songs/meyongmeyong_bali.mp3
lagu anak-anak ( meong meong) | lagi bali,Meyong-Meyong,Bali,Meyong-Meyong asal Bali,186,https://www.youtube.com/watch?v=wVoqrTM2FsE,datasets/songs/lagu_anakanak_meong_meong_lagi_bali.mp3
Instrumental Meyong-meyong (Bali),Meyong-Meyong,Bali,Meyong-Meyong asal Bali,90,https://www.youtube.com/watch?v=jFiCrH2timE,datasets/songs/instrumental_meyongmeyong_bali.mp3
Meong-meong - Bali Kids Song,Meyong-Meyong,Bali,Meyong-Meyong asal Bali,188,https://www.youtube.com/watch?v=AZ2Df8hWrPg,datasets/songs/meongmeong_bali_kids_song.mp3
Meyong Meyong Bali (Arr. Felix Avi) - Navoska Choir | 18th National Folklore Festival,Meyong-Meyong,Bali,Meyong-Meyong asal Bali,260,https://www.youtube.com/watch?v=7aIe3-Serc0,datasets/songs/meyong_meyong_bali_arr_felix_avi_navoska_choir_18th_national_folklore_festival.mp3
LAGU ANAK NGUSAK ASIK  DARI BALI,Ngusak Asik,Bali,Ngusak Asik asal Bali,103,https://www.youtube.com/watch?v=ioL34qh1wzY,datasets/songs/lagu_anak_ngusak_asik_dari_bali.mp3
Chord dan Not Balok Lagu Ngusak Asik,Ngusak Asik,Bali,Ngusak Asik asal Bali,60,https://www.youtube.com/watch?v=-zbyCedE1t4,datasets/songs/chord_dan_not_balok_lagu_ngusak_asik.mp3
Ngusak Asik (Nuusak Asik) lagu daerah Bali untuk Kwartet Gitar Seni Musik UKSW,Ngusak Asik,Bali,Ngusak Asik asal Bali,284,https://www.youtube.com/watch?v=8ldcqX26EmU,datasets/songs/ngusak_asik_nuusak_asik_lagu_daerah_bali_untuk_kwartet_gitar_seni_musik_uksw.mp3
Video Lirik Lagu Daerah | Macepet-cepetan,Ngusak Asik,Bali,Ngusak Asik asal Bali,285,https://www.youtube.com/watch?v=GXaelOYq9y8,datasets/songs/video_lirik_lagu_daerah_macepetcepetan.mp3
Chord Lagu Ngusak Asik  Nuusak Asik,Ngusak Asik,Bali,Ngusak Asik asal Bali,56,https://www.youtube.com/watch?v=ufxcGN4yKo4,datasets/songs/chord_lagu_ngusak_asik_nuusak_asik.mp3
Putri Cening Ayu - Balinese Song - Lagu Bali,Putri cening Ayu,Bali,Putri cening Ayu asal Bali,172,https://www.youtube.com/watch?v=7-hUoRC2biY,datasets/songs/putri_cening_ayu_balinese_song_lagu_bali.mp3
Lagu Bali Rare - Putri Cening Ayu,Putri cening Ayu,Bali,Putri cening Ayu asal Bali,249,https://www.youtube.com/watch?v=MfvaQV7TG_k,datasets/songs/lagu_bali_rare_putri_cening_ayu.mp3
Putri Cening Ayu - Lagu Daerah Bali (Lirik dan Terjemahan),Putri cening Ayu,Bali,Putri cening Ayu asal Bali,237,https://www.youtube.com/watch?v=_lrn_Mvo0Ww,datasets/songs/putri_cening_ayu_lagu_daerah_bali_lirik_dan_terjemahan.mp3
TARI PENDET PENYAMBUTAN,Tari Bali,Bali,Tari Bali asal Bali,216,https://www.youtube.com/watch?v=r93o8G3zEbc,datasets/songs/tari_pendet_penyambutan.mp3
Tari Janger Bali — X PM 1,Tari Bali,Bali,Tari Bali asal Bali,281,https://www.youtube.com/watch?v=piWUnrmrvX8,datasets/songs/tari_janger_bali_x_pm_1.mp3
Tari Tradisional Bali HD,Tari Bali,Bali,Tari Bali asal Bali,135,https://www.youtube.com/watch?v=WG9GZIOAftI,datasets/songs/traditional_balinese_dance_hd.mp3
Ratu Anom - Bali Kids Song,Ratu Anom,Bali,Ratu Anom asal Bali,219,https://www.youtube.com/watch?v=I18J9-0Jx7c,datasets/songs/ratu_anom_bali_kids_song.mp3
Ratu Anom by Indi,Ratu Anom,Bali,Ratu Anom asal Bali,187,https://www.youtube.com/watch?v=e1YidRAsKZg,datasets/songs/ratu_anom_by_indi.mp3
"RATU ANOM ""GENDING BALI - BALI KIDS SONG"" By DEVINA MAS || LAGU TRADISIONAL BALI",Ratu Anom,Bali,Ratu Anom asal Bali,209,https://www.youtube.com/watch?v=ajyzOwmP3nE,datasets/songs/ratu_anom_gending_bali_bali_kids_song_by_devina_mas_lagu_tradisional_bali.mp3
Ratu Anom - Lagu Daerah Bali (dengan Lirik),Ratu Anom,Bali,Ratu Anom asal Bali,207,https://www.youtube.com/watch?v=5o2_neQoKTg,datasets/songs/ratu_anom_lagu_daerah_bali_dengan_lirik.mp3
Ratu Anom,Ratu Anom,Bali,Ratu Anom asal Bali,275,https://www.youtube.com/watch?v=qSleRk8LTR8,datasets/songs/ratu_anom.mp3
Yok Miak - Lagu Daerah Bangka Belitung (dengan Lirik),Nyok Miak,Bangka Belitung,Nyok Miak asal Bangka Belitung,217,https://www.youtube.com/watch?v=h7DgSo9LiGA,datasets/songs/yok_miak_lagu_daerah_bangka_belitung_dengan_lirik.mp3
"Yok Miak, Lagu Bangka Belitung (LAGU BABEL)",Nyok Miak,Bangka Belitung,Nyok Miak asal Bangka Belitung,197,https://www.youtube.com/watch?v=geT3H0BA0mU,datasets/songs/yok_miak_lagu_bangka_belitung_lagu_babel.mp3
Lagu Daerah Bangka Belitung - YOK MIAK - KARAOKE,Nyok Miak,Bangka Belitung,Nyok Miak asal Bangka Belitung,240,https://www.youtube.com/watch?v=Zmd4XaPdi5c,datasets/songs/lagu_daerah_bangka_belitung_yok_miak_karaoke.mp3
NYOK MIAK  KARAOKE_Lagu Daerah Bangka-Belitung,Nyok Miak,Bangka Belitung,Nyok Miak asal Bangka Belitung,239,https://www.youtube.com/watch?v=VfU8BzYlQT0,datasets/songs/nyok_miak_karaoke_lagu_daerah_bangkabelitung.mp3
FIKOH NYANYIIN LAGU DAERAH BANGKA BELITUNG - NYOK MIAK (lirik),Nyok Miak,Bangka Belitung,Nyok Miak asal Bangka Belitung,203,https://www.youtube.com/watch?v=E9Y2YPGggJo,datasets/songs/fikoh_nyanyiin_lagu_daerah_bangka_belitung_nyok_miak_lirik.mp3
"Alam Wisata Pulau Bangka + LIRIK, Lagu Bangka Belitung (LAGU BABEL)",Alam Wisata Pulau Bangka,Bangka Belitung,Alam Wisata Pulau Bangka asal Bangka Belitung,298,https://www.youtube.com/watch?v=5fVLlf-amAM,datasets/songs/alam_wisata_pulau_bangka_lirik_lagu_bangka_belitung_lagu_babel.mp3
LIRIK LAGU BANGKA - ALAM WISATA PULAU BANGKA (HQ AUDIO),Alam Wisata Pulau Bangka,Bangka Belitung,Alam Wisata Pulau Bangka asal Bangka Belitung,298,https://www.youtube.com/watch?v=8r7jDCkUaX4,datasets/songs/lirik_lagu_bangka_alam_wisata_pulau_bangka_hq_audio.mp3
KARAOKE LAGU DAERAH BANGKA - ALAM WISATA PULAU BANGKA + LIRIK,Alam Wisata Pulau Bangka,Bangka Belitung,Alam Wisata Pulau Bangka asal Bangka Belitung,298,https://www.youtube.com/watch?v=1-C7RQLTKg0,datasets/songs/karaoke_lagu_daerah_bangka_alam_wisata_pulau_bangka_lirik.mp3
RP Project - Alam Wisata Pulau Bangka (Akustik Cover)| Lagu Daerah Bangka Belitung,Alam Wisata Pulau Bangka,Bangka Belitung,Alam Wisata Pulau Bangka asal Bangka Belitung,257,https://www.youtube.com/watch?v=BOEk5tLRVWY,datasets/songs/rp_project_alam_wisata_pulau_bangka_akustik_cover_lagu_daerah_bangka_belitung.mp3
Alam Wisata Pulau Bangka Afdhal feat Bilqis,Alam Wisata Pulau Bangka,Bangka Belitung,Alam Wisata Pulau Bangka asal Bangka Belitung,296,https://www.youtube.com/watch?v=_7bOfOtGB1U,datasets/songs/alam_wisata_pulau_bangka_afdhal_feat_bilqis.mp3
"Men Sahang Lah Mirah + LIRIK, Lagu BANGKA BELITUNG",Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,199,https://www.youtube.com/watch?v=ZsMGFGmYXlg,datasets/songs/men_sahang_lah_mirah_lirik_lagu_bangka_belitung.mp3
LIRIK LAGU BANGKA - MEN SAHANG LAH MIRAH,Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,193,https://www.youtube.com/watch?v=d9_FwX_Ucww,datasets/songs/lirik_lagu_bangka_men_sahang_lah_mirah.mp3
"Lagu khas bangka,mensahang sahang lah mulai mira.lirik",Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,206,https://www.youtube.com/watch?v=iVJLuMXlEMM,datasets/songs/lagu_khas_bangkamensahang_sahang_lah_mulai_miralirik.mp3
Karaoke Men Sahang Lah Mirah Lagu Bangka FLS2N 2022 Kunci D Minor,Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,182,https://www.youtube.com/watch?v=xepA-badYm0,datasets/songs/karaoke_men_sahang_lah_mirah_lagu_bangka_fls2n_2022_kunci_d_minor.mp3
Tari Kreasi Mensahang Lah Mulai Mirah ||Asal Bangka Belitung,Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,197,https://www.youtube.com/watch?v=mrKgOHXIhm4,datasets/songs/tari_kreasi_mensahang_lah_mulai_mirah_asal_bangka_belitung.mp3
Nasib Sibujang Saro Erwin Selawang,Nasib Si Bujang Saro,Bangka Belitung,Nasib Si Bujang Saro asal Bangka Belitung,242,https://www.youtube.com/watch?v=HUZv-pAGc_8,datasets/songs/nasib_sibujang_saro_erwin_selawang.mp3
lirik/ lagu bujang tua | lagu bujang tua Bangka VOC. cecep,Nasib Si Bujang Saro,Bangka Belitung,Nasib Si Bujang Saro asal Bangka Belitung,232,https://www.youtube.com/watch?v=xpUWsobMQJ4,datasets/songs/lirik_lagu_bujang_tua_lagu_bujang_tua_bangka_voc_cecep.mp3
BUJANG SARO ..LAGU PEDAMARAN KAB.OKI.SUMSEL,Nasib Si Bujang Saro,Bangka Belitung,Nasib Si Bujang Saro asal Bangka Belitung,274,https://www.youtube.com/watch?v=fHTpY6DdkuA,datasets/songs/bujang_saro_lagu_pedamaran_kabokisumsel.mp3
Bujang saro,Nasib Si Bujang Saro,Bangka Belitung,Nasib Si Bujang Saro asal Bangka Belitung,37,https://www.youtube.com/watch?v=qpaVG5pGL64,datasets/songs/bujang_saro.mp3
"Cover ""Bujang Saro"" biscuitBand #PagarBambuPedamaran3",Nasib Si Bujang Saro,Bangka Belitung,Nasib Si Bujang Saro asal Bangka Belitung,248,https://www.youtube.com/watch?v=9CNcTb30EBg,datasets/songs/cover_bujang_saro_biscuitband_pagarbambupedamaran3.mp3
LIRIK LAGU BANGKA - ICAK ICAK DEK TAU (TOMMY ALI HQ AUDIO),Icak-Icak Dek Tau,Bangka Belitung,Icak-Icak Dek Tau asal Bangka Belitung,210,https://www.youtube.com/watch?v=o9t0oWotX-E,datasets/songs/lirik_lagu_bangka_icak_icak_dek_tau_tommy_ali_hq_audio.mp3
Lirik Lagu Daerah terbaik Bangka Belitung Icak-icak dek tau (Video Lirik),Icak-Icak Dek Tau,Bangka Belitung,Icak-Icak Dek Tau asal Bangka Belitung,222,https://www.youtube.com/watch?v=ggWtkwdyZsQ,datasets/songs/lirik_lagu_daerah_terbaik_bangka_belitung_icakicak_dek_tau_video_lirik.mp3
Wawa Naela - Bakucak (Official Music Video),Icak-Icak Dek Tau,Bangka Belitung,Icak-Icak Dek Tau asal Bangka Belitung,271,https://www.youtube.com/watch?v=Oxd5XjblzOQ,datasets/songs/wawa_naela_bakucak_official_music_video.mp3
KARAOKE LAGU DAERAH BANGKA - ICAK-ICAK DEK TAU + LIRIK,Icak-Icak Dek Tau,Bangka Belitung,Icak-Icak Dek Tau asal Bangka Belitung,210,https://www.youtube.com/watch?v=yS5cmZnugEw,datasets/songs/karaoke_lagu_daerah_bangka_icakicak_dek_tau_lirik.mp3
RP Project - Icak Icak Dek Tau (Cover) | Lagu Daerah Bangka Belitung,Icak-Icak Dek Tau,Bangka Belitung,Icak-Icak Dek Tau asal Bangka Belitung,194,https://www.youtube.com/watch?v=Ijn7yuap9Ds,datasets/songs/rp_project_icak_icak_dek_tau_cover_lagu_daerah_bangka_belitung.mp3
Dayung Sampan - Lagu Daerah Banten (dengan Lirik),Dayung Sampan,Banten,Dayung Sampan asal Banten,278,https://www.youtube.com/watch?v=lHzxJhBJEVY,datasets/songs/dayung_sampan_lagu_daerah_banten_dengan_lirik.mp3
Video Lirik Lagu Daerah | Dayung Sampan,Dayung Sampan,Banten,Dayung Sampan asal Banten,282,https://www.youtube.com/watch?v=qU7RP42PUg8,datasets/songs/video_lirik_lagu_daerah_dayung_sampan.mp3
Dayung Sampan // Lagu Daerah Banten,Dayung Sampan,Banten,Dayung Sampan asal Banten,139,https://www.youtube.com/watch?v=dj19vX_3ZO0,datasets/songs/dayung_sampan_lagu_daerah_banten.mp3
Dayung Sampan (Hua Shan Ban) (Indonesian Version),Dayung Sampan,Banten,Dayung Sampan asal Banten,147,https://www.youtube.com/watch?v=9bfFuK2JgIk,datasets/songs/dayung_sampan_hua_shan_ban_indonesian_version.mp3
Dayung Sampan (Banten),Dayung Sampan,Banten,Dayung Sampan asal Banten,208,https://www.youtube.com/watch?v=AlKPw_DL0Ao,datasets/songs/dayung_sampan_banten.mp3
JEREH BU GURU-Lagu Daerah Banten(Lirik Dan Terjemahan),Jereh Bu Guru,Banten,Jereh Bu Guru asal Banten,187,https://www.youtube.com/watch?v=rOMFCrk8xYg,datasets/songs/jereh_bu_gurulagu_daerah_bantenlirik_dan_terjemahan.mp3
Jereh Bu Guru - Lagu Daerah Banten (Lirik dan Terjemahan),Jereh Bu Guru,Banten,Jereh Bu Guru asal Banten,215,https://www.youtube.com/watch?v=Gfx1aasCVI8,datasets/songs/jereh_bu_guru_lagu_daerah_banten_lirik_dan_terjemahan.mp3
JEREH BU GURU - Lagu Daerah Banten - Cover Napasha,Jereh Bu Guru,Banten,Jereh Bu Guru asal Banten,254,https://www.youtube.com/watch?v=tPodx63M_nI,datasets/songs/jereh_bu_guru_lagu_daerah_banten_cover_napasha.mp3
Jereh Bu Guru,Jereh Bu Guru,Banten,Jereh Bu Guru asal Banten,95,https://www.youtube.com/watch?v=HzprJoewwWc,datasets/songs/jereh_bu_guru.mp3
Jereh Bu Guru - Lagu Daerah Banten (Lirik & Terjemahan ) / Cover by Ksatriaputri Clan,Jereh Bu Guru,Banten,Jereh Bu Guru asal Banten,255,https://www.youtube.com/watch?v=f-nVFusIGkI,datasets/songs/jereh_bu_guru_lagu_daerah_banten_lirik_terjemahan_cover_by_ksatriaputri_clan.mp3
Video Lirik Lagu Daerah | Tong Sarakah,Tong Sarakah,Banten,Tong Sarakah asal Banten,264,https://www.youtube.com/watch?v=DBxjOd5fijA,datasets/songs/video_lirik_lagu_daerah_tong_sarakah.mp3
Tong Sarakah,Tong Sarakah,Banten,Tong Sarakah asal Banten,155,https://www.youtube.com/watch?v=4PvfkUEeSpY,datasets/songs/tong_sarakah.mp3
Lagu daerah Banten - Tong Sarakah,Tong Sarakah,Banten,Tong Sarakah asal Banten,263,https://www.youtube.com/watch?v=bdV4spinwOQ,datasets/songs/lagu_daerah_banten_tong_sarakah.mp3
Tong Sarakah-Lagu Daerah Banten-Cipt:Aliman&Inyo - Musik Indonesia,Tong Sarakah,Banten,Tong Sarakah asal Banten,264,https://www.youtube.com/watch?v=PVjEQscmmYc,datasets/songs/tong_sarakahlagu_daerah_bantenciptalimaninyo_musik_indonesia.mp3
Tong Sarakah Lagu Daerah Banten,Tong Sarakah,Banten,Tong Sarakah asal Banten,144,https://www.youtube.com/watch?v=LmbkFZz5RJ0,datasets/songs/tong_sarakah_lagu_daerah_banten.mp3
Lirik Lagu: Sungai Suci (Lagu Daerah Bengkulu),Sungai Suci,Bengkulu,Sungai Suci asal Bengkulu,294,https://www.youtube.com/watch?v=b3JdGC8hJkQ,datasets/songs/lirik_lagu_sungai_suci_lagu_daerah_bengkulu.mp3
Lagu daerah bengkulu Sungai suci,Sungai Suci,Bengkulu,Sungai Suci asal Bengkulu,294,https://www.youtube.com/watch?v=_CnwuLp4JCU,datasets/songs/lagu_daerah_bengkulu_sungai_suci.mp3
wisata sungai suci bengkulu tengah provinsi bengkulu,Sungai Suci,Bengkulu,Sungai Suci asal Bengkulu,117,https://www.youtube.com/watch?v=7N9YszHKWRc,datasets/songs/wisata_sungai_suci_bengkulu_tengah_provinsi_bengkulu.mp3
SUNGAI SUCI BENGKULU MP4,Sungai Suci,Bengkulu,Sungai Suci asal Bengkulu,275,https://www.youtube.com/watch?v=VhN0dztq5cA,datasets/songs/sungai_suci_bengkulu_mp4.mp3
SUNGAI SUCI || Lagu Daerah Kota Bengkulu || Folks Song,Sungai Suci,Bengkulu,Sungai Suci asal Bengkulu,286,https://www.youtube.com/watch?v=UfjnmCKkYp0,datasets/songs/sungai_suci_lagu_daerah_kota_bengkulu_folks_song.mp3
Lagu Daerah Bengkulu - Umang umang,Umang-umang,Bengkulu,Umang-umang asal Bengkulu,162,https://www.youtube.com/watch?v=yG6JMzYvVZY,datasets/songs/lagu_daerah_bengkulu_umang_umang.mp3
