title,region,keyword,30s_path
Bungong Jeumpa,Aceh,Bungong Jeumpa asal Aceh,datasets/30s_segments/aceh/bungong_jeumpa_4/segment8.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_5/segment1.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_5/segment2.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_5/segment3.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_5/segment4.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_5/segment5.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_5/segment6.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_5/segment7.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_5/segment8.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_5/segment9.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_5/segment10.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_6/segment1.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_6/segment2.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_6/segment3.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_6/segment4.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_6/segment5.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_6/segment6.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_6/segment7.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_6/segment8.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_7/segment1.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_7/segment2.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_7/segment3.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_7/segment4.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_7/segment5.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_7/segment6.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_7/segment7.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_7/segment8.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_7/segment9.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_7/segment10.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_8/segment1.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_8/segment2.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_8/segment3.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_8/segment4.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_8/segment5.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_8/segment6.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_8/segment7.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_8/segment8.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_9/segment1.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_9/segment2.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_9/segment3.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_9/segment4.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_9/segment5.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_9/segment6.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_9/segment7.wav
Jambo – Jambo,Aceh,Jambo – Jambo asal Aceh,datasets/30s_segments/aceh/jambo_jambo_9/segment8.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_10/segment1.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_10/segment2.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_10/segment3.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_10/segment4.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_10/segment5.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_10/segment6.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_10/segment7.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_10/segment8.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_10/segment9.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_10/segment10.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_10/segment11.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_10/segment12.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_10/segment13.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_11/segment1.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_11/segment2.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_11/segment3.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_11/segment4.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_12/segment1.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_12/segment2.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_12/segment3.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_12/segment4.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_12/segment5.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_12/segment6.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_12/segment7.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_12/segment8.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_13/segment1.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_13/segment2.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_13/segment3.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_13/segment4.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_13/segment5.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_13/segment6.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_13/segment7.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_13/segment8.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_14/segment1.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_14/segment2.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_14/segment3.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_14/segment4.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_14/segment5.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_14/segment6.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_14/segment7.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_14/segment8.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_14/segment9.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_14/segment10.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_14/segment11.wav
Lembah Alas,Aceh,Lembah Alas asal Aceh,datasets/30s_segments/aceh/lembah_alas_14/segment12.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_15/segment1.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_15/segment2.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_15/segment3.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_15/segment4.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_15/segment5.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_16/segment1.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_16/segment2.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_16/segment3.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_16/segment4.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_16/segment5.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_17/segment1.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_17/segment2.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_17/segment3.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_17/segment4.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_17/segment5.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_18/segment1.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_18/segment2.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_18/segment3.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_18/segment4.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_18/segment5.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_18/segment6.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_18/segment7.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_18/segment8.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_18/segment9.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_18/segment10.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_19/segment1.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_19/segment2.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_19/segment3.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_19/segment4.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_19/segment5.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_19/segment6.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_19/segment7.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_19/segment8.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_19/segment9.wav
Aceh Lon Sayang,Aceh,Aceh Lon Sayang asal Aceh,datasets/30s_segments/aceh/aceh_lon_sayang_19/segment10.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_20/segment1.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_20/segment2.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_20/segment3.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_20/segment4.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_20/segment5.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_20/segment6.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_20/segment7.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_20/segment8.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_20/segment9.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_20/segment10.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_20/segment11.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_21/segment1.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_21/segment2.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_21/segment3.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_21/segment4.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_21/segment5.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_21/segment6.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_21/segment7.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_21/segment8.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_21/segment9.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_21/segment10.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_22/segment1.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_22/segment2.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_22/segment3.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_22/segment4.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_22/segment5.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_23/segment1.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_23/segment2.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_23/segment3.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_23/segment4.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_23/segment5.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_23/segment6.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_23/segment7.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_23/segment8.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_23/segment9.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_23/segment10.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_23/segment11.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_23/segment12.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_24/segment1.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_24/segment2.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_24/segment3.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_24/segment4.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_24/segment5.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_24/segment6.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_24/segment7.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_24/segment8.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_24/segment9.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_24/segment10.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_24/segment11.wav
Tawar Sedenge,Aceh,Tawar Sedenge asal Aceh,datasets/30s_segments/aceh/tawar_sedenge_24/segment12.wav
Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,datasets/30s_segments/aceh/aneuk_yatim_25/segment1.wav
Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,datasets/30s_segments/aceh/aneuk_yatim_25/segment2.wav
Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,datasets/30s_segments/aceh/aneuk_yatim_25/segment3.wav
Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,datasets/30s_segments/aceh/aneuk_yatim_25/segment4.wav
Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,datasets/30s_segments/aceh/aneuk_yatim_25/segment5.wav
Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,datasets/30s_segments/aceh/aneuk_yatim_25/segment6.wav
Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,datasets/30s_segments/aceh/aneuk_yatim_25/segment7.wav
Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,datasets/30s_segments/aceh/aneuk_yatim_25/segment8.wav
Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,datasets/30s_segments/aceh/aneuk_yatim_25/segment9.wav
Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,datasets/30s_segments/aceh/aneuk_yatim_25/segment10.wav
Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,datasets/30s_segments/aceh/aneuk_yatim_25/segment11.wav
Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,datasets/30s_segments/aceh/aneuk_yatim_26/segment1.wav
Aneuk Yatim,Aceh,Aneuk Yatim asal Aceh,datasets/30s_segments/aceh/aneuk_yatim_26/segment2.wav
