title,nama_lagu,region,keyword,duration,url,path,wav_path
Sukma Ayu Nariswari - Mejangeran,Mejangeran,Bali,Mejangeran asal Bali,297,https://www.youtube.com/watch?v=1ayRoe4ajhg,datasets/songs/sukma_ayu_nariswari_mejangeran.mp3,datasets/wav_songs/sukma_ayu_nariswari_mejangeran.wav
Intan Laksmi - Mejangeran | Lagu Daerah Bali | ( Official Music Video ),Mejangeran,Bali,Mejangeran asal Bali,244,https://www.youtube.com/watch?v=35srv3RBzUY,datasets/songs/intan_laksmi_mejangeran_lagu_daerah_bali_official_music_video_.mp3,datasets/wav_songs/intan_laksmi_mejangeran_lagu_daerah_bali_official_music_video_.wav
Mejangeran - Old Beautiful Balinese Kid Song (Jangi Janger).mp4,Mejangeran,Bali,Mejangeran asal Bali,336,https://www.youtube.com/watch?v=k3S-lkCkr8A,datasets/songs/mejangeran_old_beautiful_balinese_kid_song_jangi_jangermp4.mp3,datasets/wav_songs/mejangeran_old_beautiful_balinese_kid_song_jangi_jangermp4.wav
KRONCONG JANCUK -  MEJANGERAN (OFFICIAL VIDEO CLIP),Mejangeran,Bali,Mejangeran asal Bali,475,https://www.youtube.com/watch?v=owS6GRizCUU,datasets/songs/kroncong_jancuk_mejangeran_official_video_clip.mp3,datasets/wav_songs/kroncong_jancuk_mejangeran_official_video_clip.wav
Meyong-meyong (Bali),Meyong-Meyong,Bali,Meyong-Meyong asal Bali,90,https://www.youtube.com/watch?v=hsZ6CHVEOHI,datasets/songs/meyongmeyong_bali.mp3,datasets/wav_songs/meyongmeyong_bali.wav
lagu anak-anak ( meong meong) | lagi bali,Meyong-Meyong,Bali,Meyong-Meyong asal Bali,186,https://www.youtube.com/watch?v=wVoqrTM2FsE,datasets/songs/lagu_anakanak_meong_meong_lagi_bali.mp3,datasets/wav_songs/lagu_anakanak_meong_meong_lagi_bali.wav
Meyong Meyong Bali (Arr. Felix Avi) - Navoska Choir | 18th National Folklore Festival,Meyong-Meyong,Bali,Meyong-Meyong asal Bali,260,https://www.youtube.com/watch?v=7aIe3-Serc0,datasets/songs/meyong_meyong_bali_arr_felix_avi_navoska_choir_18th_national_folklore_festival.mp3,datasets/wav_songs/meyong_meyong_bali_arr_felix_avi_navoska_choir_18th_national_folklore_festival.wav
Instrumental Meyong-meyong (Bali),Meyong-Meyong,Bali,Meyong-Meyong asal Bali,90,https://www.youtube.com/watch?v=jFiCrH2timE,datasets/songs/instrumental_meyongmeyong_bali.mp3,datasets/wav_songs/instrumental_meyongmeyong_bali.wav
Meong-meong - Bali Kids Song,Meyong-Meyong,Bali,Meyong-Meyong asal Bali,188,https://www.youtube.com/watch?v=AZ2Df8hWrPg,datasets/songs/meongmeong_bali_kids_song.mp3,datasets/wav_songs/meongmeong_bali_kids_song.wav
LAGU ANAK NGUSAK ASIK  DARI BALI,Ngusak Asik,Bali,Ngusak Asik asal Bali,103,https://www.youtube.com/watch?v=ioL34qh1wzY,datasets/songs/lagu_anak_ngusak_asik_dari_bali.mp3,datasets/wav_songs/lagu_anak_ngusak_asik_dari_bali.wav
Chord dan Not Balok Lagu Ngusak Asik,Ngusak Asik,Bali,Ngusak Asik asal Bali,60,https://www.youtube.com/watch?v=-zbyCedE1t4,datasets/songs/chord_dan_not_balok_lagu_ngusak_asik.mp3,datasets/wav_songs/chord_dan_not_balok_lagu_ngusak_asik.wav
Ngusak Asik (Nuusak Asik) lagu daerah Bali untuk Kwartet Gitar Seni Musik UKSW,Ngusak Asik,Bali,Ngusak Asik asal Bali,284,https://www.youtube.com/watch?v=8ldcqX26EmU,datasets/songs/ngusak_asik_nuusak_asik_lagu_daerah_bali_untuk_kwartet_gitar_seni_musik_uksw.mp3,datasets/wav_songs/ngusak_asik_nuusak_asik_lagu_daerah_bali_untuk_kwartet_gitar_seni_musik_uksw.wav
Video Lirik Lagu Daerah | Macepet-cepetan,Ngusak Asik,Bali,Ngusak Asik asal Bali,285,https://www.youtube.com/watch?v=GXaelOYq9y8,datasets/songs/video_lirik_lagu_daerah_macepetcepetan.mp3,datasets/wav_songs/video_lirik_lagu_daerah_macepetcepetan.wav
Chord Lagu Ngusak Asik  Nuusak Asik,Ngusak Asik,Bali,Ngusak Asik asal Bali,56,https://www.youtube.com/watch?v=ufxcGN4yKo4,datasets/songs/chord_lagu_ngusak_asik_nuusak_asik.mp3,datasets/wav_songs/chord_lagu_ngusak_asik_nuusak_asik.wav
Putri Cening Ayu - Balinese Song - Lagu Bali,Putri cening Ayu,Bali,Putri cening Ayu asal Bali,172,https://www.youtube.com/watch?v=7-hUoRC2biY,datasets/songs/putri_cening_ayu_balinese_song_lagu_bali.mp3,datasets/wav_songs/putri_cening_ayu_balinese_song_lagu_bali.wav
Putri Cening Ayu - Lagu Daerah Bali (Lirik dan Terjemahan),Putri cening Ayu,Bali,Putri cening Ayu asal Bali,237,https://www.youtube.com/watch?v=_lrn_Mvo0Ww,datasets/songs/putri_cening_ayu_lagu_daerah_bali_lirik_dan_terjemahan.mp3,datasets/wav_songs/putri_cening_ayu_lagu_daerah_bali_lirik_dan_terjemahan.wav
Lagu Bali Rare - Putri Cening Ayu,Putri cening Ayu,Bali,Putri cening Ayu asal Bali,249,https://www.youtube.com/watch?v=MfvaQV7TG_k,datasets/songs/lagu_bali_rare_putri_cening_ayu.mp3,datasets/wav_songs/lagu_bali_rare_putri_cening_ayu.wav
Putri Cening Ayu (Balinese Folks Song),Putri cening Ayu,Bali,Putri cening Ayu asal Bali,498,https://www.youtube.com/watch?v=-BR872_MnuQ,datasets/songs/putri_cening_ayu_balinese_folks_song.mp3,datasets/wav_songs/putri_cening_ayu_balinese_folks_song.wav
"Cening Bagus _Galuh Liku dan Galuh manis, Arja widiaksara, Kamandani Dental.",Putri cening Ayu,Bali,Putri cening Ayu asal Bali,372,https://www.youtube.com/watch?v=PmutBPAwzBY,datasets/songs/cening_bagus_galuh_liku_dan_galuh_manis_arja_widiaksara_kamandani_dental.mp3,datasets/wav_songs/cening_bagus_galuh_liku_dan_galuh_manis_arja_widiaksara_kamandani_dental.wav
TARI PENDET PENYAMBUTAN,Tari Bali,Bali,Tari Bali asal Bali,216,https://www.youtube.com/watch?v=r93o8G3zEbc,datasets/songs/tari_pendet_penyambutan.mp3,datasets/wav_songs/tari_pendet_penyambutan.wav
PANCER LANGIIT-TARI LEGONG KREASI - MAHAWIDYA,Tari Bali,Bali,Tari Bali asal Bali,343,https://www.youtube.com/watch?v=P150KJJLWlo,datasets/songs/pancer_langiittari_legong_kreasi_mahawidya.mp3,datasets/wav_songs/pancer_langiittari_legong_kreasi_mahawidya.wav
Kelompok 5 Kelas V “DAMAR MESUNAR” Prodi PGSD Undiksha Denpasar,Tari Bali,Bali,Tari Bali asal Bali,375,https://www.youtube.com/watch?v=KxNcryzg_mc,datasets/songs/kelompok_5_kelas_v_damar_mesunar_prodi_pgsd_undiksha_denpasar.mp3,datasets/wav_songs/kelompok_5_kelas_v_damar_mesunar_prodi_pgsd_undiksha_denpasar.wav
Tari Janger Bali — X PM 1,Tari Bali,Bali,Tari Bali asal Bali,281,https://www.youtube.com/watch?v=piWUnrmrvX8,datasets/songs/tari_janger_bali_x_pm_1.mp3,datasets/wav_songs/tari_janger_bali_x_pm_1.wav
Tari Tradisional Bali HD,Tari Bali,Bali,Tari Bali asal Bali,135,https://www.youtube.com/watch?v=WG9GZIOAftI,datasets/songs/traditional_balinese_dance_hd.mp3,datasets/wav_songs/traditional_balinese_dance_hd.wav
Ratu Anom - Bali Kids Song,Ratu Anom,Bali,Ratu Anom asal Bali,219,https://www.youtube.com/watch?v=I18J9-0Jx7c,datasets/songs/ratu_anom_bali_kids_song.mp3,datasets/wav_songs/ratu_anom_bali_kids_song.wav
Ratu Anom by Indi,Ratu Anom,Bali,Ratu Anom asal Bali,187,https://www.youtube.com/watch?v=e1YidRAsKZg,datasets/songs/ratu_anom_by_indi.mp3,datasets/wav_songs/ratu_anom_by_indi.wav
"RATU ANOM ""GENDING BALI - BALI KIDS SONG"" By DEVINA MAS || LAGU TRADISIONAL BALI",Ratu Anom,Bali,Ratu Anom asal Bali,209,https://www.youtube.com/watch?v=ajyzOwmP3nE,datasets/songs/ratu_anom_gending_bali_bali_kids_song_by_devina_mas_lagu_tradisional_bali.mp3,datasets/wav_songs/ratu_anom_gending_bali_bali_kids_song_by_devina_mas_lagu_tradisional_bali.wav
Ratu Anom,Ratu Anom,Bali,Ratu Anom asal Bali,275,https://www.youtube.com/watch?v=qSleRk8LTR8,datasets/songs/ratu_anom.mp3,datasets/wav_songs/ratu_anom.wav
EMONI - Ratu Anom (Official Lyric Video),Ratu Anom,Bali,Ratu Anom asal Bali,287,https://www.youtube.com/watch?v=fQjn3NXYiqw,datasets/songs/emoni_ratu_anom_official_lyric_video.mp3,datasets/wav_songs/emoni_ratu_anom_official_lyric_video.wav
Yok Miak - Lagu Daerah Bangka Belitung (dengan Lirik),Nyok Miak,Bangka Belitung,Nyok Miak asal Bangka Belitung,217,https://www.youtube.com/watch?v=h7DgSo9LiGA,datasets/songs/yok_miak_lagu_daerah_bangka_belitung_dengan_lirik.mp3,datasets/wav_songs/yok_miak_lagu_daerah_bangka_belitung_dengan_lirik.wav
"Yok Miak, Lagu Bangka Belitung (LAGU BABEL)",Nyok Miak,Bangka Belitung,Nyok Miak asal Bangka Belitung,197,https://www.youtube.com/watch?v=geT3H0BA0mU,datasets/songs/yok_miak_lagu_bangka_belitung_lagu_babel.mp3,datasets/wav_songs/yok_miak_lagu_bangka_belitung_lagu_babel.wav
NYOK MIAK  KARAOKE_Lagu Daerah Bangka-Belitung,Nyok Miak,Bangka Belitung,Nyok Miak asal Bangka Belitung,239,https://www.youtube.com/watch?v=VfU8BzYlQT0,datasets/songs/nyok_miak_karaoke_lagu_daerah_bangkabelitung.mp3,datasets/wav_songs/nyok_miak_karaoke_lagu_daerah_bangkabelitung.wav
Lagu Daerah Bangka Belitung - YOK MIAK - KARAOKE,Nyok Miak,Bangka Belitung,Nyok Miak asal Bangka Belitung,240,https://www.youtube.com/watch?v=Zmd4XaPdi5c,datasets/songs/lagu_daerah_bangka_belitung_yok_miak_karaoke.mp3,datasets/wav_songs/lagu_daerah_bangka_belitung_yok_miak_karaoke.wav
FIKOH NYANYIIN LAGU DAERAH BANGKA BELITUNG - NYOK MIAK (lirik),Nyok Miak,Bangka Belitung,Nyok Miak asal Bangka Belitung,203,https://www.youtube.com/watch?v=E9Y2YPGggJo,datasets/songs/fikoh_nyanyiin_lagu_daerah_bangka_belitung_nyok_miak_lirik.mp3,datasets/wav_songs/fikoh_nyanyiin_lagu_daerah_bangka_belitung_nyok_miak_lirik.wav
"Alam Wisata Pulau Bangka + LIRIK, Lagu Bangka Belitung (LAGU BABEL)",Alam Wisata Pulau Bangka,Bangka Belitung,Alam Wisata Pulau Bangka asal Bangka Belitung,298,https://www.youtube.com/watch?v=5fVLlf-amAM,datasets/songs/alam_wisata_pulau_bangka_lirik_lagu_bangka_belitung_lagu_babel.mp3,datasets/wav_songs/alam_wisata_pulau_bangka_lirik_lagu_bangka_belitung_lagu_babel.wav
LIRIK LAGU BANGKA - ALAM WISATA PULAU BANGKA (HQ AUDIO),Alam Wisata Pulau Bangka,Bangka Belitung,Alam Wisata Pulau Bangka asal Bangka Belitung,298,https://www.youtube.com/watch?v=8r7jDCkUaX4,datasets/songs/lirik_lagu_bangka_alam_wisata_pulau_bangka_hq_audio.mp3,datasets/wav_songs/lirik_lagu_bangka_alam_wisata_pulau_bangka_hq_audio.wav
LAGU PULAU BANGKA - Alam Wisata Pulau Bangka,Alam Wisata Pulau Bangka,Bangka Belitung,Alam Wisata Pulau Bangka asal Bangka Belitung,377,https://www.youtube.com/watch?v=MZsoqJtuOYQ,datasets/songs/lagu_pulau_bangka_alam_wisata_pulau_bangka.mp3,datasets/wav_songs/lagu_pulau_bangka_alam_wisata_pulau_bangka.wav
lirik lagu Daerah Bangka Belitung Alam wisata pulau Bangka,Alam Wisata Pulau Bangka,Bangka Belitung,Alam Wisata Pulau Bangka asal Bangka Belitung,317,https://www.youtube.com/watch?v=Iz-bQjPwQ0o,datasets/songs/lirik_lagu_daerah_bangka_belitung_alam_wisata_pulau_bangka.mp3,datasets/wav_songs/lirik_lagu_daerah_bangka_belitung_alam_wisata_pulau_bangka.wav
RP Project - Alam Wisata Pulau Bangka (Akustik Cover)| Lagu Daerah Bangka Belitung,Alam Wisata Pulau Bangka,Bangka Belitung,Alam Wisata Pulau Bangka asal Bangka Belitung,257,https://www.youtube.com/watch?v=BOEk5tLRVWY,datasets/songs/rp_project_alam_wisata_pulau_bangka_akustik_cover_lagu_daerah_bangka_belitung.mp3,datasets/wav_songs/rp_project_alam_wisata_pulau_bangka_akustik_cover_lagu_daerah_bangka_belitung.wav
"Men Sahang Lah Mirah + LIRIK, Lagu BANGKA BELITUNG",Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,199,https://www.youtube.com/watch?v=ZsMGFGmYXlg,datasets/songs/men_sahang_lah_mirah_lirik_lagu_bangka_belitung.mp3,datasets/wav_songs/men_sahang_lah_mirah_lirik_lagu_bangka_belitung.wav
LIRIK LAGU BANGKA - MEN SAHANG LAH MIRAH,Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,193,https://www.youtube.com/watch?v=d9_FwX_Ucww,datasets/songs/lirik_lagu_bangka_men_sahang_lah_mirah.mp3,datasets/wav_songs/lirik_lagu_bangka_men_sahang_lah_mirah.wav
"Lagu khas bangka,mensahang sahang lah mulai mira.lirik",Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,206,https://www.youtube.com/watch?v=iVJLuMXlEMM,datasets/songs/lagu_khas_bangkamensahang_sahang_lah_mulai_miralirik.mp3,datasets/wav_songs/lagu_khas_bangkamensahang_sahang_lah_mulai_miralirik.wav
Karaoke Men Sahang Lah Mirah Lagu Bangka FLS2N 2022 Kunci D Minor,Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,182,https://www.youtube.com/watch?v=xepA-badYm0,datasets/songs/karaoke_men_sahang_lah_mirah_lagu_bangka_fls2n_2022_kunci_d_minor.mp3,datasets/wav_songs/karaoke_men_sahang_lah_mirah_lagu_bangka_fls2n_2022_kunci_d_minor.wav
Tari Mensahang Sahang,Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,363,https://www.youtube.com/watch?v=jcrKxrojGt0,datasets/songs/tari_mensahang_sahang.mp3,datasets/wav_songs/tari_mensahang_sahang.wav
